微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,原始图片url,发布时间,发布工具,点赞数,转发数,评论数,发布位置
Iqnmqulng,幸福o酱,女,山东,473,16,幸福o酱:医务工作者又要在前线面对疫情，又要......  ,无,2020-01-20 17:36,HUAWEI Mate 9,0,0,0,无
Iqnmoa52n,白水法院,男,陕西,1236,100466,白水法院:【1分钟了解新型冠状病毒 教你做好“自我防护”】此次新型冠状病毒究竟是什么？和以往的冠状病毒有何不同？会产生多大危害，又该如何防治？针对这些问题，小编带您了解一下新型冠状病毒及其防治方法。（人民健康）http://t.cn/A6vEFTvz http://t.cn/A6vEFTvZ    #外交部回应新型冠状病毒感染肺炎疫情#  ,无,2020-01-20 17:36,无,21,9,6,无
IqnmifJSj,安徽卫视,男,安徽,771,5751947,安徽卫视:【#外交部回应新型冠状病毒感染肺炎疫情#：将同各方携手应对疫情】武汉卫健委20日通报，1月18日和19日新确诊新型冠状病毒感染的肺炎病例共136例。20日中国外交部例行记者会上，有外媒提问中方正在采取哪些措施应对疫情。       耿爽回应：中方一直在采取措施来积极地处置疫情，制定严密的防控方案，全力地救治患者；同时也做好密切接触者的管理。根据我们向有关部门了解，目前日本，泰国，韩国已经向中方通报了新型冠状病毒感染确诊病例的情况，中方也与这些国家保持着密切的沟通合作，共同做好病人的救治以及疫情的防控工作。你刚才提到中方会采取哪些措施来防止疫情的扩散，目前武汉的地方政府已经采取了出境离汉人员管控措施，具体的情况建议你向主管部门和有关的地方政府去了解。       中方本着负责任的态度，及时向世界卫生组织有关国家和地区组织以及港澳台地区通报疫情信息，并保持密切沟通，我们第一时间向世界卫生组织分享了新型冠状病毒的基因序列信息，在接到有关国家相关病例的通报后，中方高度重视通过双多边渠道与各方保持密切沟通，加强合作，全力应对。如果其他国家也发现相关的疑似输入性病例，我们欢迎第一时间通过官方渠道向中方通报情况，促进联防联控。我们将同各方一道携手应对疫情，共同维护地区和全球的卫生安全。via人民日报 原图 ,无,2020-01-20 17:36,Android,13,0,2,无
IqnmfxNCz,国际商报,女,北京,4973,67202,国际商报:【商闻天下】医药股高开高走 外交部发言人称武汉已采取出境离汉人员管控措施防止疫情扩散 国际商报-中国商务新闻网讯 今日时值“大寒”，股市大热。流感板块大幅高开，带领医药股集体拉升。截至收盘，逾20家医药股涨停。据央视报道，泰国疾病控制中心负责人今日透露，在泰国发现的第一位感染新型冠状病毒肺炎患者（中国籍游客），经过全面的检查，已经痊愈，于1月18日返回中国。在下午举行的外交部例行记者会上，有外媒记者就新型冠状病毒感染肺炎疫情提问称，据报道，近日泰国、日本、韩国都出现了新型冠状病毒肺炎病例，现在正值春节人口流动高峰期，很多人对此十分担心，为阻止全世界范围扩散，中方正在采取哪些措施？发言人耿爽回应称，据向有关部门了解，目前，日本、泰国韩国已经向中方通报了新型冠状病毒感染确诊病例的情况，中方也与这些国家保持着密切的沟通合作，共同做好病员的救治以及疫情的防控工作。耿爽表示，至于你刚才提到的中方会采取哪些措施来防止疫情的扩散，目前武汉的地方政府已经采取了出境离汉人员管控措施。具体情况建议你向主管部门和有关地方政府去了解。北京、上海等地均表示，高度重视，采取有力措施，进行有针对性的防治。 [组图共3张] 原图 ,无,2020-01-20 17:36,专业版微博,1,0,0,无
IqnmeEsz4,根正苗红张独秀,女,山东,648,967,根正苗红张独秀:#陶勇#真的疯了……一边医生们极力控制疫情，一边伤医事件又来……刚刚了解到这是一个多么优秀的医生，以后拿不了手术刀了，失去了一个领域的大牛是千千万万患者和社会多么大的损失！痛心！  ,无,2020-01-20 17:36,Android,10,0,0,无
Iqnmc0LGQ,TyNeadik,男,其他,133,25,TyNeadik:说实话还是有爆发的可能的，必须要谨慎对待『武汉病毒纪事——2020 年的第一场疫情』武汉病毒纪事——2020 年的第一场疫情  ,无,2020-01-20 17:35,iPhone客户端,1,0,0,无
Iqnm5d2q9,Graciaaa_,女,上海,483,366,Graciaaa_:#武汉卫健委发布病毒性肺炎高发注意事项# 武汉人民真的没有防范意识吗？从疫情一开始就关注消息的我现在真的瑟瑟发抖（明天回家路过武汉（一万点害怕 http://t.cn/R7upWxA  显示地图 ,http://t.cn/R7upWxA,2020-01-20 17:35,iPhone 11,1,0,6,无
Iqnm17drY,羁縻蓝,女,其他,180,381,羁縻蓝:一刷疫情，再一刷北京眼科医生被袭，再再一刷口罩不发往广东地区，存续在这个撕裂世界的我怎么还没被撕裂，我是不是活得还不够真诚  ,无,2020-01-20 17:35,iPhone客户端,6,0,1,无
IqnlXilO2,o猫小紫,女,湖北,135,122,o猫小紫:希望武汉平安度过疫情，大家过个喜乐的新年！  原图 ,无,2020-01-20 17:35,iPhone客户端,0,0,3,无
IqnlW7lT4,HEENIM起伏君,女,陕西,121,149,HEENIM起伏君:#朝阳医院#好难过呀，真的要哭死，现在未知疫情还没有得到解决，还有伤害医生的人渣，希望医生快点康复好起来🙏🙏🙏  ,无,2020-01-20 17:35,iPhone客户端,4,0,0,无
IqnlVe00F,不知火金,女,其他,42,2,不知火金:#朝阳医院#社会太过畸形，上次杨文医生的死还没有引起一些官老爷的注意，混账混账混账，这个人必须被杀全家，以后谁敢当医生？谁敢医人救人？上次事件处理的好啊！死刑都是死缓，给想砍人的人树立了一个极好的榜样啊！前头新型冠状病毒疫情还在那里逼着呢，医生背后就有刀子，都这样的关头了，还不注重医生的安全吗？那些有能力处理，有能力改革这些事情的人都他妈还想干什么？非要等到有一场疫情像非典那样席卷全国，死成千上万的人才知道觉悟嘛 ,无,2020-01-20 17:35,nova5Pro人像超级夜景,0,0,0,无
IqnlQbSyA,翟德芳,男,北京,756,48736,翟德芳:武汉的冠状病毒传染己是趋于严重，网曝刚有钟南山、袁国勇等专家赴汉考察。想起2013年非典，钟在广深、袁在香港，分别主持非典防治，如今情势颇有点危急，他们出马，应可起到作用。疫情之下，做好个人防护最是正经！不要去人多处，不要吃野生动物，要多喝水。不过也不要自己吓唬自己。想当年，香港，深圳，北京三地非典最严重，我正在香港工作，三地奔波，没戴口罩，也平安度过来了。 ,无,2020-01-20 17:35,HUAWEI Mate 20 Pro,3,2,3,无
IqnlOEVGF,搜狐视频移动客户端,女,北京,1691,1751167,搜狐视频移动客户端:#外交部回应新型冠状病毒感染肺炎疫情# 20日中国外交部例行记者会上，有外媒提问中方正在采取哪些措施应对疫情。耿爽回应：中方一直在采取措施来积极地处置疫情，制定严密的防控方案，全力地救治患者，同时也做好密切接触者的管理。我们也第一时间向世界卫生组织分享了新型冠状病毒的基因序列信息，将同各方一道携手应对疫情，共同维护地区和全球的卫生安全。#韩国出现一武汉肺炎确诊病例#  http://t.cn/A6vEsQoa ,无,2020-01-20 17:35,微博视频,267,64,53,无
IqnlKgq5D,逗芽育儿,男,北京,76,47,逗芽育儿:武汉肺炎疫情持续升温，家长如何应对?逗芽育儿来支招，求扩散！ 武汉肺炎疫情持续升温，家长如何应对?  ,无,2020-01-20 17:34,微博 weibo.com,0,0,1,无
IqnlDqDz2,共青团广安市委,男,四川,2707,696020,共青团广安市委:【#外交部回应新型冠状病毒感染肺炎疫情#：将同各方携手应对疫情】武汉卫健委20日通报，1月18日和19日新确诊新型冠状病毒感染的肺炎病例共136例。20日中国外交部例行记者会上，有外媒提问中方正在采取哪些措施应对疫情。       耿爽回应：中方一直在采取措施来积极地处置疫情，制定严密的防控方案，全力地救治患者；同时也做好密切接触者的管理。根据我们向有关部门了解，目前日本，泰国，韩国已经向中方通报了新型冠状病毒感染确诊病例的情况，中方也与这些国家保持着密切的沟通合作，共同做好病人的救治以及疫情的防控工作。你刚才提到中方会采取哪些措施来防止疫情的扩散，目前武汉的地方政府已经采取了出境离汉人员管控措施，具体的情况建议你向主管部门和有关的地方政府去了解。       中方本着负责任的态度，及时向世界卫生组织有关国家和地区组织以及港澳台地区通报疫情信息，并保持密切沟通，我们第一时间向世界卫生组织分享了新型冠状病毒的基因序列信息，在接到有关国家相关病例的通报后，中方高度重视通过双多边渠道与各方保持密切沟通，加强合作，全力应对。如果其他国家也发现相关的疑似输入性病例，我们欢迎第一时间通过官方渠道向中方通报情况，促进联防联控。我们将同各方一道携手应对疫情，共同维护地区和全球的卫生安全。#韩国出现一武汉肺炎确诊病例# 原图 ,无,2020-01-20 17:34,团团的华为Android,8,0,0,无
Iqnlz1jJ3,生活就像盒巧克力,男,河南,632,305,生活就像盒巧克力:理智看待，恐慌无济于事，冬季本就呼吸道疾病高发期，加上今年多了新疫情，个人能做的还是做好防护，减少接触，过个平安健康年。  (@网易云音乐)  [组图共5张] 原图 ,无,2020-01-20 17:34,Android,1,0,0,无
IqnlsdzIh,左手一支虎,男,湖北,803,957,左手一支虎:疫情。向倦怠的“奔驰”们问责！应该完全有时间、空间、手段预防阻止出现当前的状况，可是，为什么！  ,无,2020-01-20 17:34,iPhone客户端,0,1,0,无
Iqnlq9h4g,盛诺一家官方微博,男,北京,545,5455,盛诺一家官方微博:为了解答大家对新型冠状病毒的一些困惑，小诺根据世卫组织官方推荐的内容进行整理，希望大家进一步了解新型冠状病毒，并做好预防措施，保护好自己和家人！希望在一线战斗的医护朋友们也注意安全。[人人公益节][人人公益节][人人公益节]#韩国出现一武汉肺炎确诊病例##外交部回应新型冠状病毒感染肺炎疫情# [组图共5张] 原图 ,无,2020-01-20 17:34,微博 weibo.com,20,1,2,无
IqnlpjjXa,六安裕安检察,男,安徽,867,19013,六安裕安检察:【#外交部回应新型冠状病毒感染肺炎疫情#：将同各方携手应对疫情】1月20日，外交部发言人耿爽表示，疫情发生以来，中方本着严肃、认真、专业的态度，予以积极的诊治，制定严密的防控方案，全力救治患者，做好密切接触的管理。我们第一时间向世界卫生组织分享了新型冠状病毒的基因序列信息，将同各方一道携手应对疫情，共同维护地区和全球的卫生安全。http://t.cn/A6vEBawr ,无,2020-01-20 17:33,专业版微博,41,2,5,无
IqnldbT5v,我是德福儿,女,河北,550,136,我是德福儿:故宫，疫情，伤医，让人恐慌，又让人心寒  ,无,2020-01-20 17:33,Android,1,0,1,无
Iqnlci3uL,CattreeForest,女,其他,92,5,CattreeForest:因为疫情停止学校补课的我感到害怕好像在经历什么电视机里或者长辈们回忆里才有的事情  ,无,2020-01-20 17:33,iPad客户端,0,0,0,无
IqnkUzoLd,湖州张臣,男,浙江,124,63,湖州张臣:疫情一天天公布，春节档保得住么？  ,无,2020-01-20 17:32,iPhone客户端,0,1,0,无
IqnkR1MaZ,Sylvia1919S,男,北京,593,788,Sylvia1919S:这人啊，不想着怎么挣钱，就该想着怎么花钱了机票都买好了 忽然就爆发了疫情真是人生艰难  原图 ,无,2020-01-20 17:32,恭喜发财的iPhone XR,0,0,2,无
IqnkMx9uQ,云也不知道__,女,北京,3034,157,云也不知道__:以前上班滑水看到不开心的消息 躲厕所里哭 出来继续做人。今天 躲厕所里 鼻子一酸 ，都不知道从哪件事开始哭了：疫情 医生被伤 央美性侵……我们要在一起❤️  ,无,2020-01-20 17:32,iPhone客户端,2,0,1,无
IqnkI87wW,黄河科技学院张喜英,女,河南,43,152,黄河科技学院张喜英:怎么出了个新型冠状病毒肺炎，不会和2003年那样又要死很多人吧。祈祷能赶快控制住疫情。 郑州  显示地图 ,无,2020-01-20 17:32,vivo智能手机,0,0,0,无
IqnkCfC7B,楚天都市报极目新闻,男,湖北,1471,18747197,楚天都市报极目新闻:#武汉肺炎疫情#【泰国发现的第一位感染新型冠状病毒肺炎患者出院返回中国】20日，据泰国疾病控制中心负责人透露，在泰国发现的第一位感染新型冠状病毒肺炎患者（中国籍游客），经过全面的检查，已经痊愈，于1月18日返回中国。（央视新闻）  原图 ,无,2020-01-20 17:32,微博 weibo.com,29,2,15,无
IqnkgkvWP,第一财经日报,男,上海,1951,20687415,第一财经日报:【#新型冠状病毒现无疫苗可用#，A股的疫苗板块别“瞎炒”】今天，在外交部例行记者会上，多家外媒纷纷就武汉新型冠状病毒感染肺炎的情况进行提问。对此，外交部发言人表示，中方第一时间向世界卫生组织分享了新型冠状病毒的基因序列信息。我们将同各方一道携手应对疫情，共同维护地区和全球的卫生安全。随着疫情的进一步发展，A股生物疫苗概念股受到资金炒作。事实上，自2019年12月31日，武汉出现第一例不明原因的病毒性肺炎后，A股的生物疫苗指数便水涨船高，屡创历史新高。数据显示，2019年12月31日起截止目前，该指数累计涨幅已达10.23%。不过，第一财经记者统计发现，目前为止录得高涨幅的龙头生物疫苗概念股，这些上市公司的主营业务和疫苗并没有太大关系，甚至还有要转型做农林行业的。http://t.cn/A6vEkIeL [组图共2张] 原图 ,无,2020-01-20 17:31,微博 weibo.com,10,6,27,无
IqnjZtGYv,景德镇发布,男,江西,2219,259341,景德镇发布:语文作业：冠状病毒的“冠”怎么念？#外交部回应新型冠状病毒感染肺炎疫情# 语文作业：冠状病毒的“冠”怎么念？  ,无,2020-01-20 17:30,HUAWEI P20 Pro,9441,11,12,无
IqnjV5XdK,河北长城网,男,河北,1921,2039051,河北长城网:【#外交部回应新型冠状病毒肺炎疫情# 中方将同各方携手应对疫情】关于中国与其他国家共同应对武汉新型冠状病毒的情况，中国外交部发言人耿爽在今天的例行记者会上表示，我想强调指出的是疫情发生以来，中方本着严肃、认真、专业的态度，予以积极的处置，制定严密的防控方案，全力救治患者，做好密切接触者的管理，深入开展流行病学调查，对外及时发布疫情防治有关信息，并且积极开展防病知识的宣传，与此同时，中方本着负责任的态度，及时向世界卫生组织、有关国家和地区组织以及港澳台地区通报疫情信息，并保持密切沟通。我们第一时间向世界卫生组织分享了新型冠状病毒的基因序列信息。在接到有关国家相关病例的通报后，中方高度重视，通过双多边渠道与各方保持密切沟通，加强合作。如果其他国家也发现相关的疑似输入性病例，我们欢迎第一时间通过官方渠道向中方通报情况，促进严防严控。我们将同各方一道携手应对疫情，共同维护地区和全球的卫生安全。 http://t.cn/A6vEN2BA ,无,2020-01-20 17:30,iPhone客户端,0,0,0,无
IqnjOhSqx,中国网新闻中心,男,北京,257,1474160,中国网新闻中心:【#外交部回应新型冠状病毒肺炎疫情# 中方将同各方携手应对疫情】关于中国与其他国家共同应对武汉新型冠状病毒的情况，中国外交部发言人耿爽在今天的例行记者会上表示，我想强调指出的是疫情发生以来，中方本着严肃、认真、专业的态度，予以积极的处置，制定严密的防控方案，全力救治患者，做好密切接触者的管理，深入开展流行病学调查，对外及时发布疫情防治有关信息，并且积极开展防病知识的宣传，与此同时，中方本着负责任的态度，及时向世界卫生组织、有关国家和地区组织以及港澳台地区通报疫情信息，并保持密切沟通。我们第一时间向世界卫生组织分享了新型冠状病毒的基因序列信息。在接到有关国家相关病例的通报后，中方高度重视，通过双多边渠道与各方保持密切沟通，加强合作。如果其他国家也发现相关的疑似输入性病例，我们欢迎第一时间通过官方渠道向中方通报情况，促进严防严控。我们将同各方一道携手应对疫情，共同维护地区和全球的卫生安全。http://t.cn/A6vEN2BA ,无,2020-01-20 17:30,微博 weibo.com,1,0,0,无
IqnjOifaQ,世界卫生组织,女,北京,235,2284147,世界卫生组织:【注意食品安全】“病从口入”，如何确保食品安全？处理生熟食材的菜板和刀具分开，并在处理生熟食之间洗手。即使在疫情地区，如果肉食彻底煮熟及妥善处理，也可以安全食用。更多预防冠状病毒有关信息，请前往：http://t.cn/A6vTbDgM  #世卫组织关于新型冠状病毒的建议# #确保食品安全# #终止疫情#  [组图共2张] 原图 ,无,2020-01-20 17:30,微博 weibo.com,83,40,8,无
IqnjO0CLV,武汉交通广播,女,湖北,673,1113002,武汉交通广播:#外交部回应新型冠状病毒感染肺炎疫情# #武汉发现不明原因肺炎# 896健康小贴士：医用外科口罩佩戴方法——佩戴对白色的无纺布朝内，蓝色的防水层朝外，有金属片的一边朝上。橡皮筋挂上双耳后，捏紧金属片和鼻子贴合。抚平两颊，使口罩和面部之间尽量不留缝隙。  原图 ,无,2020-01-20 17:30,微博 weibo.com,0,0,0,无
IqnjO2pWw,毅毅爱做白日梦,男,广东,201,576,毅毅爱做白日梦:临近春节，武汉肺炎疫情持续牵动着大家的心。　　武汉新型冠状病毒的防控防治正在升级。国家卫健委表示，专家研判认为，当前疫情仍可防可控。此外将加强春节期间值班值守，密切关注疫情防控形势发展变化，指导各地落实防控措施。　　根据武汉市卫健委最新消息称，武汉市肺炎病例于17日一天新增17例。截至1月17日24时，武汉市累计报告新型冠状病毒感染的肺炎病例62例，已治愈出院19例，在治重症8例，死亡2例，其余患者病情稳定，患者均在武汉市定点医疗机构接受隔离治疗。　　随着疫情的发展，A股市场相关医药股已经有所异动，武汉肺炎疫情病原体新型冠状病毒防治研发也有了新突破。 [组图共9张] 原图 ,无,2020-01-20 17:30,微博 weibo.com,0,0,0,无
IqnjN92WM,粉色的沙滩Rebecca,女,香港,193,254,粉色的沙滩Rebecca:#防治疫情亟待治本#各地对市场没有规范管理，违反国家有关条例违反动物防疫法，私屠滥宰影响卫生环境并传播疫情，这是主要传播的因素，大家还记得非典怎么来的吧？18、19日新增136例，武汉新型肺炎疫情变化莫测，举国轻视的那部法仍然在被举国轻视#动物防疫法#  武汉新增新型肺炎136例，此役情现在可防可控吗？  ,无,2020-01-20 17:30,无,1,0,0,无
IqnjMxlUV,颤抖的啤酒肚33,女,其他,7,47,颤抖的啤酒肚33:最近的新闻看的人真是好难受啊，希望疫情能赶快找出原因，得到控制。希望今天受伤的陶医生早点好起来！一定要没事！！伤医的都死刑吧！太寒心了  ,无,2020-01-20 17:30,iPhone客户端,0,0,0,无
IqnjI4Lep,毒舌列文,男,北京,2729,6430236,毒舌列文:今天#武汉卫健委发布病毒性肺炎高发注意事项#了，全国范围内对于疫情的重视程度提高了，对于下图网友的防疫提议，毒舌君举双手赞成，呵呵！ 你呢？支持的话转发走一波呗！#毒舌娱乐#  原图 ,无,2020-01-20 17:29,毒舌娱乐超话,9,2,1,无
IqnjFqcAg,发条的陈,男,广东,210,152,发条的陈:这次疫情发生在春运期间，火车站候车人多，戴口罩后才发现，FaceID很方便，但这个场景识别不了，所以一些场景下，TouchID还是需要同时存在的。  ,无,2020-01-20 17:29,iPhone客户端,0,0,0,无
IqnjDFgl2,健康好运平安喜乐发财暴富,女,其他,19,8,健康好运平安喜乐发财暴富:#陶勇#赶紧的，医院加装安检设备吧，真的，造孽啊，以后中国越来越少的人做医护工作了，你看看治病会不会比现在更麻烦更花钱，你看看发生大规模疫情的时候谁上前线救死扶伤，医疗事故维权也请走法律途径，拿刀就砍医生什么风气？前十几年医闹拉横幅放花圈，怎么？现在开始流行杀医生了是吗？  ,无,2020-01-20 17:29,iPhone客户端,0,0,0,无
IqnjCalNI,青年报,男,上海,666,1022740,青年报:【#外交部回应新型冠状病毒感染肺炎疫情#：将同各方携手应对疫情】武汉卫健委20日通报，1月18日和19日新确诊新型冠状病毒感染的肺炎病例共136例。20日中国外交部例行记者会上，有外媒提问中方正在采取哪些措施应对疫情。       耿爽回应：中方一直在采取措施来积极地处置疫情，制定严密的防控方案，全力地救治患者；同时也做好密切接触者的管理。根据我们向有关部门了解，目前日本，泰国，韩国已经向中方通报了新型冠状病毒感染确诊病例的情况，中方也与这些国家保持着密切的沟通合作，共同做好病人的救治以及疫情的防控工作。你刚才提到中方会采取哪些措施来防止疫情的扩散，目前武汉的地方政府已经采取了出境离汉人员管控措施，具体的情况建议你向主管部门和有关的地方政府去了解。       中方本着负责任的态度，及时向世界卫生组织有关国家和地区组织以及港澳台地区通报疫情信息，并保持密切沟通，我们第一时间向世界卫生组织分享了新型冠状病毒的基因序列信息，在接到有关国家相关病例的通报后，中方高度重视通过双多边渠道与各方保持密切沟通，加强合作，全力应对。如果其他国家也发现相关的疑似输入性病例，我们欢迎第一时间通过官方渠道向中方通报情况，促进联防联控。我们将同各方一道携手应对疫情，共同维护地区和全球的卫生安全。（人民日报）#韩国出现一武汉肺炎确诊病例# 原图 ,无,2020-01-20 17:29,iPhone客户端,18,2,3,无
IqnjB0RvE,五莲老虎,男,山东,284,886,五莲老虎:武汉新型冠状病毒肺炎患者正呈逐日上升趋势，近两日又新增病例136例，国外已有日本、泰国、韩国受到波及，国内除武汉外也在北京、深圳、浙江等地发生疫情，防治形势不容乐观。纵观这些年国内流行疫情似乎有个规律，就是大多发生在冬季前后，临近夏季疫情减弱或者消失，不知有无科学依据？  ,无,2020-01-20 17:29,iPhone客户端,0,0,1,无
IqnjzfWAH,FM963,男,吉林,1015,32819,FM963:#每经整点播# 【每经17点|外交部：武汉已采取出境离汉人员管控措施】据环球网，在20日下午举行的外交部例行记者会上，有外媒记者就新型冠状病毒感染肺炎疫情提问称，为阻止全世界范围扩散，中方正在采取哪些措施？耿爽对此表示，目前武汉的地方政府已经采取了出境离汉人员管控措施。http://t.cn/A6vEBETq 原图 ,无,2020-01-20 17:29,HUAWEI P30 Pro,1,0,0,无
Iqnjtii0L,霁日清风_,女,浙江,124,138,霁日清风_:我真球球了别在疫情这种人命关天的微博底下抖G灵了，在别的微博底下我很乐意给你们点赞的🤗  ,无,2020-01-20 17:29,OPPO智能手机,0,0,0,无
Iqnjrhapn,小破qq,女,海外,502,198,小破qq:疫情严重，搓背保平安  原图 ,无,2020-01-20 17:29,无,1,0,4,无
IqnjiECIC,大众网,男,山东,1260,2610353,大众网:【#外交部回应新型冠状病毒感染肺炎疫情#：将同各方携手应对疫情】武汉卫健委20日通报，1月18日和19日新确诊新型冠状病毒感染的肺炎病例共136例。20日中国外交部例行记者会上，有外媒提问中方正在采取哪些措施应对疫情。耿爽回应：中方一直在采取措施来积极地处置疫情，制定严密的防控方案，全力地救治患者；同时也做好密切接触者的管理。根据我们向有关部门了解，目前日本，泰国，韩国已经向中方通报了新型冠状病毒感染确诊病例的情况，中方也与这些国家保持着密切的沟通合作，共同做好病人的救治以及疫情的防控工作。你刚才提到中方会采取哪些措施来防止疫情的扩散，目前武汉的地方政府已经采取了出境离汉人员管控措施，具体的情况建议你向主管部门和有关的地方政府去了解。 中方本着负责任的态度，及时向世界卫生组织有关国家和地区组织以及港澳台地区通报疫情信息，并保持密切沟通，我们第一时间向世界卫生组织分享了新型冠状病毒的基因序列信息，在接到有关国家相关病例的通报后，中方高度重视通过双多边渠道与各方保持密切沟通，加强合作，全力应对。如果其他国家也发现相关的疑似输入性病例，我们欢迎第一时间通过官方渠道向中方通报情况，促进联防联控。我们将同各方一道携手应对疫情，共同维护地区和全球的卫生安全。（韩晓明） 原图 ,无,2020-01-20 17:28,微博 weibo.com,5,0,1,无
IqnjimY9E,火色太阳,男,其他,28,210,火色太阳:喝杯咖啡，吃个西餐，压压惊。看看新闻，疫情都五例了，再来杯咖啡，再压压。  原图 ,无,2020-01-20 17:28,Android,0,0,0,无
IqnjhdjNp,南瓜戚风会吹风,女,浙江,149,65,南瓜戚风会吹风:#朝阳医院# 那边医生舍身在一线控制肺炎疫情，这边你tm还砍医生？ 不到二十天时间!四十岁硕导！大过年的干什么呢  ,无,2020-01-20 17:28,HUAWEI P20 Pro,0,0,0,无
Iqnjb0bTF,狙击手伍德,男,天津,395,172873,狙击手伍德:【口罩股大涨:多商户延迟发货 还有这些板块受疫情影响】 你必须知道的“保命”必修课，来新浪理财大学，听吴丹讲《行业投... 口罩股大涨:多商户延迟发货 还有这些板块受疫情影响 @新浪财经  ,无,2020-01-20 17:28,无,1,0,0,无
IqniWdIrH,北方法制报,男,吉林,667,221614,北方法制报:【#外交部回应新型冠状病毒感染肺炎疫情#：将同各方携手应对疫情】武汉卫健委20日通报，1月18日和19日新确诊新型冠状病毒感染的肺炎病例共136例。20日中国外交部例行记者会上，有外媒提问中方正在采取哪些措施应对疫情。       耿爽回应：中方一直在采取措施来积极地处置疫情，制定严密的防控方案，全力地救治患者；同时也做好密切接触者的管理。根据我们向有关部门了解，目前日本，泰国，韩国已经向中方通报了新型冠状病毒感染确诊病例的情况，中方也与这些国家保持着密切的沟通合作，共同做好病人的救治以及疫情的防控工作。你刚才提到中方会采取哪些措施来防止疫情的扩散，目前武汉的地方政府已经采取了出境离汉人员管控措施，具体的情况建议你向主管部门和有关的地方政府去了解。       中方本着负责任的态度，及时向世界卫生组织有关国家和地区组织以及港澳台地区通报疫情信息，并保持密切沟通，我们第一时间向世界卫生组织分享了新型冠状病毒的基因序列信息，在接到有关国家相关病例的通报后，中方高度重视通过双多边渠道与各方保持密切沟通，加强合作，全力应对。如果其他国家也发现相关的疑似输入性病例，我们欢迎第一时间通过官方渠道向中方通报情况，促进联防联控。我们将同各方一道携手应对疫情，共同维护地区和全球的卫生安全。（韩晓明） 原图 ,无,2020-01-20 17:27,iPhone客户端,1,0,0,无
IqniOgNVD,洛零ONLY,女,广东,664,101421,洛零ONLY:#北京强化新型冠状病毒肺炎病例排查#希望疫情早日控制🙏希望尽快查到源头  ,无,2020-01-20 17:27,打扰了超话,2,0,0,无
IqniH8DkR,河南商报,男,河南,520,3378592,河南商报:【专家：#武汉冠状病毒肺炎新增病例预计增加但总体可治#】专家介绍，#武汉新增17例新型冠状病毒肺炎病例#，随着检测工作进一步开展，预计新增病例还可能继续增加。新型冠状病毒感染的肺炎总体可治。对本次的疫情初步印象是新型冠状病毒的传染力不强，不排除有限人传人的可能，但持续人传人的风险较低。（央视新闻）http://t.cn/A6vWmpwB ,无,2020-01-20 17:27,深度报道 · 视频社区,4,0,1,无
IqniAFgeS,爱上过六月末的城池,男,其他,319,141,爱上过六月末的城池:#朝阳医院眼科大夫被砍#冠状病毒来势汹汹，就像03年非典疫情，学校老师跟我们讲过非典那年学校附属医院医务人员人手不够，医院找学校要人，山西省那年是疫情重灾区，在这种情况下学校半数学生请战，最后学校选了几十名优秀学生签了生死状，送到了临床一线，直到疫情结束，圆满完成了任务。医生不是神，但医生真的会竭尽所能去救死扶伤，麻烦对医生多些理解，谢谢了🙏 ,无,2020-01-20 17:27,iPhone客户端,8,0,0,无
IqnivCy6g,徐小宝的自留地,女,上海,680,600,徐小宝的自留地:去了罗托鲁阿的活火山的地热公园，在70度高温臭鸡蛋的蒸汽中好好消了个毒人在国外，被那两个女人疯狂推送疫情，感觉自己像疾控的领导……怀着焦虑又孩怕的情绪，飞了基督城，一路戴着口罩，感觉2020一开年就来个大怪，升级装备也没啥鸟用，只能在新西兰多买点口罩带回家了 新西兰·罗托鲁阿  显示地图 [组图共9张] 原图 ,无,2020-01-20 17:26,iPhone客户端,3,0,1,无
IqnippwWt,云也不知道__,女,北京,3034,157,云也不知道__:疫情 医生被伤央美性侵都不知道从哪件事开始哭了[淚]真好的好难受  ,无,2020-01-20 17:26,iPhone客户端,2,0,0,无
Iqniox74m,冬日恋歌Polaris,女,上海,422,286,冬日恋歌Polaris:此次发生的疫情，让我想起了1994年的电影《恐怖地带》（我太钟爱此片），如果携带病毒的野生动物（宿主）找不到就不能直接制作抗病毒血清的吧。估摸着武汉的这个病毒的宿主应该已经被杀掉或吃掉了。疫情解决前尽量减少人流密集区活动，勤洗手戴口罩，电影院是肯定不去了，今年外国佳片很多呢。 ,无,2020-01-20 17:26,iPhone客户端,1,0,2,无
IqnilyrmA,阿詹好烦烦,女,浙江,308,118,阿詹好烦烦:#朝阳医院眼科大夫被砍#以后看病就自己百度要吃药就自己做吧前有疫情后有脑残  ,无,2020-01-20 17:26,iPhone客户端,3,0,0,无
Iqnil033h,唐山检察,男,河北,588,34688,唐山检察:【外交部回应“新型冠状病毒肺炎疫情”：中方将同各方携手应对疫情】中国外交部发言人耿爽在20日的例行记者会上表示，疫情发生以来，中方本着严肃、认真、专业的态度，予以积极的诊治，制定严密的防控方案，全力救治患者，我们将同各方一道携手应对疫情，共同维护地区和全球的卫生安全。@央视新闻 http://t.cn/A6vEEhs1  http://t.cn/A6vEEA3X ,无,2020-01-20 17:26,红米Redmi,2,2,2,无
